,Unnamed: 0,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1290,1308,Mercedes-Benz M-Class ML 350 4Matic,2014,33000,Diesel,Automatic,2,12.347356557377035,2987.0,165.0,5.0,43.0
1291,1309,Volkswagen Beetle 2.0,2009,27078,Petrol,Automatic,1,10.98,1984.0,114.4,4.0,15.95
1292,1310,Volkswagen Polo GT TDI,2011,57275,Diesel,Manual,1,19.7,1598.0,103.6,5.0,4.5
1293,1311,Hyundai Grand i10 CRDi Magna,2014,45000,Diesel,Manual,1,24.0,1120.0,70.0,5.0,3.49
1294,1312,Maruti Swift VDI BSIV,2014,57319,Diesel,Manual,1,25.2,1248.0,74.0,5.0,4.25
1295,1313,Hyundai Verna CRDi 1.4 E,2008,121097,Diesel,Manual,2,24.0,1396.0,88.76,5.0,1.9
1296,1314,BMW 5 Series 2003-2012 525d,2011,89000,Diesel,Automatic,1,16.73,1995.0,218.0,5.0,16.57
1297,1315,Honda City 1.5 S MT,2012,72000,Petrol,Manual,1,17.0,1497.0,118.0,5.0,5.75
1298,1316,Audi A4 2.0 TDI,2013,36000,Diesel,Automatic,2,16.55,1968.0,147.51,5.0,14.0
1299,1317,Fiat Linea Classic Plus 1.3 Multijet,2013,86000,Diesel,Manual,2,19.5,1248.0,75.0,5.0,2.5
1300,1318,Honda City 1.3 EXI,2002,85000,Petrol,Manual,1,13.0,1343.0,90.0,5.0,1.2
1301,1319,Fiat Petra 1.2 EL,2005,120000,Petrol,Manual,2,15.5,1242.0,113.82763389013172,5.0,0.85
1302,1320,BMW 3 Series 320d Luxury Line,2013,37613,Diesel,Automatic,1,22.69,1995.0,190.0,5.0,13.95
1303,1321,Ford Fiesta 1.4 Duratec EXI,2007,100000,Petrol,Manual,1,16.6,1388.0,68.0,5.0,1.6
1304,1322,Tata Nano XTA,2016,5240,Petrol,Automatic,1,21.9,624.0,37.48,4.0,3.6
1305,1324,Maruti Ignis 1.2 Delta,2019,16862,Petrol,Manual,1,20.89,1197.0,81.8,5.0,6.06
1306,1325,Maruti Swift Dzire ZXi,2013,59254,Petrol,Manual,2,17.5,1298.0,85.8,5.0,5.29
1307,1326,Ford Ecosport 1.5 DV5 MT Titanium,2014,60000,Diesel,Manual,1,22.7,1498.0,89.84,5.0,5.75
1308,1328,Maruti Swift Dzire VXI,2014,47674,Petrol,Manual,1,19.1,1197.0,85.8,5.0,5.72
1309,1329,Hyundai i10 Sportz AT,2014,61517,Petrol,Automatic,1,16.95,1197.0,78.9,5.0,4.39
1310,1330,Mahindra XUV500 W6 2WD,2016,62946,Diesel,Manual,1,15.1,2179.0,140.0,7.0,11.05
1311,1331,Hyundai i20 Magna 1.4 CRDi,2015,66823,Diesel,Manual,2,22.54,1396.0,88.73,5.0,4.83
1312,1333,Hyundai i20 Asta 1.4 CRDi,2012,107000,Diesel,Manual,2,21.27,1396.0,88.76,5.0,4.5
1313,1334,BMW 7 Series 730Ld,2011,55000,Diesel,Automatic,2,16.46,2993.0,258.0,5.0,19.5
1314,1335,Skoda Rapid 1.6 MPI AT Style Plus,2017,24000,Petrol,Automatic,1,14.3,1598.0,103.52,5.0,8.75
1315,1336,Audi Q7 45 TDI Quattro Technology,2016,20002,Diesel,Automatic,1,14.75,2967.0,245.0,7.0,67.0
1316,1337,Honda City i VTEC VX,2016,54317,Petrol,Manual,1,17.4,1497.0,117.3,5.0,8.4
1317,1338,Hyundai Xcent 1.2 Kappa SX,2016,10200,Petrol,Manual,1,19.1,1197.0,82.0,5.0,4.99
1318,1339,Honda City i DTec E,2016,24337,Diesel,Manual,1,26.0,1498.0,98.6,5.0,8.18
1319,1340,Honda Brio S Option MT,2012,79000,Petrol,Manual,1,18.4,1198.0,86.8,5.0,2.9
1320,1341,Maruti Ciaz ZDi Plus SHVS,2015,40500,Diesel,Manual,1,28.09,1248.0,88.5,5.0,7.1
1321,1342,Maruti Swift Dzire VDI Optional,2016,23000,Diesel,Manual,1,26.59,1248.0,74.0,5.0,7.05
1322,1343,Honda CR-V 2.4L 4WD AT,2015,63050,Petrol,Automatic,1,11.1,2354.0,158.8,5.0,17.5
1323,1344,Toyota Corolla Altis 2008-2013 1.8 VL AT,2008,78000,Petrol,Automatic,2,14.53,1794.0,138.1,5.0,3.41
1324,1345,Maruti Baleno Vxi,2005,70000,Petrol,Manual,1,19.330834572095963,1590.0,113.82763389013172,5.0,1.3
1325,1346,Honda City 1.5 V MT,2012,66245,Petrol,Manual,1,17.0,1497.0,118.0,5.0,5.68
1326,1347,Mahindra Scorpio LX BS IV,2007,74112,Diesel,Manual,1,12.05,2179.0,120.0,9.0,4.1
1327,1348,Skoda Laura 1.8 TSI Ambiente,2011,87670,Petrol,Manual,1,13.4,1798.0,157.8,5.0,4.0
1328,1349,BMW 3 Series 320d Sport Line,2015,10000,Diesel,Automatic,1,18.88,1995.0,184.0,5.0,30.0
1329,1350,Maruti SX4 Zxi BSIII,2007,62493,Petrol,Manual,1,15.0,1586.0,104.68,5.0,1.8
1330,1351,Maruti Ciaz VXi Plus,2015,44620,Petrol,Manual,1,20.73,1373.0,91.1,5.0,6.93
1331,1352,Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,2012,66538,Diesel,Automatic,1,10.2,4367.0,308.0,7.0,70.0
1332,1353,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,60000,Diesel,Manual,1,12.99,2494.0,100.0,7.0,7.9
1333,1354,Hyundai Santro Xing GL,2011,20842,Petrol,Manual,1,19.330834572095963,1086.0,62.0,5.0,2.78
1334,1355,Hyundai Santa Fe 4WD AT,2014,110000,Diesel,Automatic,1,13.01,2199.0,194.3,7.0,14.4
1335,1356,Mercedes-Benz New C-Class C250 Avantgarde,2011,45000,Petrol,Automatic,2,11.74,1796.0,186.0,5.0,13.5
1336,1358,Maruti Alto LXi,2012,49008,Petrol,Manual,1,19.7,796.0,46.3,5.0,2.88
1337,1359,Maruti Alto 800 2016-2019 LXI,2016,31000,Petrol,Manual,1,24.7,796.0,47.3,5.0,2.15
1338,1360,Nissan Sunny 2011-2014 XV,2013,8000,Petrol,Manual,1,16.95,1498.0,97.7,5.0,3.75
1339,1361,Maruti Alto 800 2016-2019 VXI,2019,171,Petrol,Manual,1,24.7,796.0,47.3,5.0,3.6
1340,1362,Maruti Alto K10 VXI,2018,2100,Petrol,Manual,1,24.07,998.0,67.1,5.0,3.6
1341,1363,Hyundai Grand i10 1.2 Kappa Sportz AT,2018,20667,Petrol,Automatic,1,18.9,1197.0,81.86,5.0,7.55
1342,1364,Honda Mobilio S i DTEC,2015,50000,Diesel,Manual,1,24.2,1498.0,98.6,7.0,4.7
1343,1365,Tata Manza Aqua Quadrajet,2010,100030,Diesel,Manual,2,18.8,1248.0,90.0,5.0,1.6
1344,1366,Chevrolet Optra Magnum 2.0 LT,2011,75372,Diesel,Manual,1,16.52,1991.0,123.7,5.0,3.34
1345,1367,Honda City i VTEC CVT VX,2016,60475,Petrol,Automatic,1,18.0,1497.0,117.3,5.0,9.1
1346,1368,Hyundai Grand i10 1.2 Kappa Sportz,2019,18453,Petrol,Manual,1,18.9,1197.0,81.86,5.0,6.17
1347,1369,Hyundai Verna CRDi 1.6 SX,2008,96578,Diesel,Manual,1,22.0,1582.0,126.2,5.0,2.5
1348,1370,Nissan Micra XL,2016,31001,Petrol,Manual,1,18.44,1198.0,75.0,5.0,3.0
1349,1371,Hyundai Verna 1.6 SX,2012,65900,Diesel,Manual,1,22.32,1582.0,126.32,5.0,5.75
1350,1372,Hyundai Creta 1.6 VTVT E Plus,2017,26246,Petrol,Manual,1,15.29,1591.0,121.3,5.0,10.75
1351,1373,Maruti Wagon R VXI BS IV,2013,62700,Petrol,Manual,2,20.51,998.0,67.04,5.0,2.85
1352,1374,Honda Accord 2.4 Elegance A/T,2008,90000,Petrol,Automatic,1,10.2,2354.0,180.0,5.0,6.5
1353,1375,Honda City 1.5 S AT,2016,36000,Petrol,Automatic,1,16.8,1497.0,118.0,5.0,9.45
1354,1376,Maruti Baleno Alpha 1.3,2016,46000,Diesel,Manual,1,27.39,1248.0,74.0,5.0,6.75
1355,1377,Honda City i DTec V,2017,73003,Diesel,Manual,1,26.0,1498.0,98.6,5.0,7.75
1356,1378,Hyundai i20 Era 1.4 CRDi,2014,46566,Diesel,Manual,1,22.54,1396.0,88.76,5.0,4.4
1357,1379,Mercedes-Benz E-Class 2015-2017 E350 Edition E,2015,41493,Diesel,Automatic,1,13.0,2987.0,265.0,5.0,42.0
1358,1380,Nissan Terrano XV 110 PS,2014,103788,Diesel,Manual,1,19.01,1461.0,108.5,5.0,5.67
1359,1381,Renault Duster 110PS Diesel RxZ AMT,2016,45000,Diesel,Automatic,1,19.6,1461.0,108.45,5.0,11.5
1360,1382,Maruti Wagon R LXI Minor,2009,120000,Petrol,Manual,1,18.9,998.0,67.1,5.0,1.69
1361,1383,Hyundai Getz 1.5 CRDi GVS,2009,97359,Diesel,Manual,2,17.1,1493.0,110.0,5.0,1.8
1362,1384,Maruti Ritz LXi,2016,62000,Petrol,Manual,1,18.5,1197.0,85.8,5.0,3.2
1363,1386,BMW 5 Series 520d Sport Line,2019,18373,Diesel,Automatic,1,22.48,1995.0,187.74,5.0,45.86
1364,1387,Volkswagen Polo 1.2 MPI Highline,2016,60453,Petrol,Manual,1,16.47,1198.0,74.0,5.0,5.1
1365,1388,Maruti Swift VDI BSIV,2013,37000,Diesel,Manual,1,17.8,1248.0,113.82763389013172,5.0,4.85
1366,1389,Ford Figo Petrol ZXI,2010,69009,Petrol,Manual,2,15.6,1196.0,70.0,5.0,2.4
1367,1390,BMW 3 Series 320d Luxury Line,2013,30000,Diesel,Automatic,1,18.88,1995.0,184.0,5.0,22.0
1368,1391,Hyundai Verna 1.6 SX CRDi (O),2012,70707,Diesel,Manual,1,22.32,1582.0,126.32,5.0,4.28
1369,1392,Renault Duster 85PS Diesel RxL,2015,64677,Diesel,Manual,1,20.45,1461.0,83.8,5.0,5.67
1370,1393,Hyundai Grand i10 1.2 Kappa Magna AT,2018,3000,Petrol,Automatic,1,18.9,1197.0,81.86,5.0,6.2
1371,1394,BMW X1 sDrive20d,2013,49000,Diesel,Automatic,2,17.05,1995.0,184.0,5.0,14.49
1372,1395,Maruti Ritz VDi,2010,71000,Diesel,Manual,1,21.1,1248.0,73.9,5.0,3.0
1373,1396,Hyundai i10 Era 1.1 iTech SE,2010,52000,Petrol,Manual,2,19.81,1086.0,68.05,5.0,2.25
1374,1397,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,2016,35659,Diesel,Automatic,1,15.97,2993.0,258.0,7.0,43.78
1375,1398,Honda City V MT Exclusive,2019,5377,Petrol,Manual,1,16.8,1497.0,116.3,5.0,11.45
1376,1399,Mahindra Ssangyong Rexton RX7,2014,65000,Diesel,Automatic,1,11.18,2696.0,184.0,7.0,10.5
1377,1400,Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,92708,Diesel,Manual,1,22.7,1498.0,89.84,5.0,7.48
1378,1401,Maruti Alto LXi,2010,48105,Petrol,Manual,1,19.7,796.0,46.3,5.0,3.1
1379,1402,Volkswagen Polo 1.2 MPI Highline,2011,46759,Petrol,Manual,1,16.47,1198.0,74.0,5.0,2.55
1380,1403,Volkswagen Polo Diesel Comfortline 1.2L,2013,62000,Diesel,Manual,1,22.07,1199.0,73.9,5.0,3.5
1381,1404,Volkswagen Polo Diesel Highline 1.2L,2012,35175,Diesel,Manual,1,22.07,1199.0,73.9,5.0,2.59
1382,1405,Maruti Ertiga ZDI,2013,70000,Diesel,Manual,1,20.77,1248.0,88.8,7.0,5.45
1383,1406,Ford EcoSport 1.5 TDCi Ambiente,2017,30000,Diesel,Manual,1,22.77,1498.0,98.59,5.0,6.0
1384,1407,Toyota Innova Crysta 2.8 ZX AT,2016,66618,Diesel,Automatic,1,11.36,2755.0,171.5,7.0,15.49
1385,1408,BMW 5 Series 523i Sedan,2010,69300,Petrol,Automatic,2,10.8,2497.0,150.0,5.0,12.5
1386,1409,Maruti Swift Dzire Tour LDI,2017,148000,Diesel,Manual,1,23.4,1248.0,74.0,5.0,4.75
1387,1410,Ford Ecosport 1.0 Ecoboost Platinum Edition,2017,22000,Petrol,Manual,1,18.88,999.0,123.24,5.0,7.85
1388,1411,Hyundai Verna CRDi SX,2013,75000,Diesel,Manual,1,16.8,1493.0,110.0,5.0,6.0
1389,1412,Tata Zest Revotron 1.2T XM,2016,43706,Petrol,Manual,1,17.57,1193.0,88.7,5.0,4.0
1390,1413,Audi A7 2011-2015 3.0 TDI Quattro,2011,42000,Diesel,Automatic,1,14.4,2967.0,241.4,5.0,28.75
1391,1414,Tata Indica Vista Quadrajet VX,2012,65000,Diesel,Manual,1,22.3,1248.0,74.0,5.0,2.5
1392,1415,Maruti Swift Dzire VDI,2015,76128,Diesel,Manual,1,26.59,1248.0,74.0,5.0,5.5
1393,1416,Fiat Linea Emotion,2010,39852,Petrol,Manual,1,16.0,1368.0,90.0,5.0,1.59
1394,1417,Hyundai i20 1.2 Spotz,2017,18673,Petrol,Manual,1,18.6,1197.0,81.83,5.0,6.22
1395,1418,Hyundai EON Era Plus,2016,11583,Petrol,Manual,1,21.1,814.0,55.2,5.0,2.75
1396,1419,Hyundai Santro Xing XL,2007,82000,Petrol,Manual,2,19.330834572095963,1086.0,113.82763389013172,5.0,1.35
1397,1420,Mercedes-Benz GLA Class 200 CDI SPORT,2017,50000,Diesel,Automatic,1,17.9,2143.0,136.0,5.0,25.0
1398,1421,Maruti Celerio VXI,2014,77000,Petrol,Manual,1,23.1,998.0,67.04,5.0,2.8
1399,1422,Chevrolet Beat LT,2014,54890,Petrol,Manual,2,17.8,1199.0,76.8,5.0,2.45
1400,1423,Honda Jazz 1.2 V AT i VTEC Privilege,2016,21000,Petrol,Automatic,1,19.0,1199.0,88.7,5.0,6.35
1401,1424,BMW 3 Series 320d Highline,2009,58557,Diesel,Automatic,3,16.07,1995.0,181.0,5.0,8.0
1402,1425,Renault Duster 110PS Diesel RxL,2014,70000,Diesel,Manual,1,19.01,1461.0,108.45,5.0,8.25
1403,1426,Ford Figo 2015-2019 1.5P Titanium AT,2017,16000,Petrol,Automatic,1,17.01,1499.0,110.4,5.0,5.95
1404,1427,Toyota Innova Crysta 2.4 VX MT,2018,8899,Diesel,Manual,1,13.68,2393.0,147.8,7.0,19.92
1405,1428,Chevrolet Beat Diesel LS,2016,83629,Diesel,Manual,1,25.44,936.0,56.3,5.0,3.15
1406,1429,Volkswagen Polo GTI,2014,35059,Petrol,Automatic,1,17.21,1798.0,189.0,4.0,5.75
1407,1430,Ford Endeavour 3.2 Trend AT 4X4,2018,30552,Diesel,Automatic,1,10.91,3198.0,197.2,7.0,32.44
1408,1431,Hyundai Verna 1.6 SX CRDI (O) AT,2016,44875,Diesel,Automatic,2,22.32,1582.0,126.32,5.0,8.01
1409,1432,Ford Figo 2015-2019 1.2P Titanium Opt MT,2017,25095,Petrol,Manual,1,18.16,1196.0,86.8,5.0,6.48
1410,1433,Maruti 800 AC,2007,59000,Petrol,Manual,1,16.1,796.0,37.0,4.0,0.75
1411,1434,Honda City i DTEC V,2014,36000,Diesel,Manual,1,26.0,1498.0,98.6,5.0,5.0
1412,1435,Mahindra XUV500 W8 2WD,2012,37000,Diesel,Manual,1,16.0,2179.0,140.0,7.0,7.75
1413,1436,Ford Figo Diesel ZXI,2010,90000,Diesel,Manual,1,20.0,1399.0,68.0,5.0,2.6
1414,1437,Ford EcoSport 1.5 Petrol Titanium,2018,17000,Petrol,Manual,1,17.0,1497.0,121.36,5.0,9.2
1415,1438,Hyundai i20 Asta 1.2,2015,42575,Petrol,Manual,1,18.6,1197.0,81.83,5.0,5.05
1416,1439,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,131000,Diesel,Manual,1,12.99,2494.0,100.0,7.0,9.6
1417,1440,Renault Duster 85PS Diesel RxL Optional,2013,74000,Diesel,Manual,1,20.46,1461.0,83.8,5.0,5.5
1418,1441,Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,47234,Diesel,Manual,1,12.99,2494.0,100.6,8.0,9.35
1419,1442,Honda City 1.5 S MT,2009,231673,Petrol,Manual,1,17.0,1497.0,118.0,5.0,2.6
1420,1443,Maruti Alto K10 VXI,2016,10000,Petrol,Manual,1,24.07,998.0,67.1,5.0,3.5
1421,1444,Nissan Micra Active XL Petrol,2016,49389,Petrol,Manual,1,19.49,1198.0,67.04,5.0,4.26
1422,1445,Maruti Celerio VXI AT,2016,12000,Petrol,Automatic,2,23.1,998.0,67.04,5.0,4.25
1423,1446,Mercedes-Benz New C-Class 200 Kompressor,2010,65000,Petrol,Manual,2,11.7,1796.0,178.0,5.0,11.75
1424,1447,Ford Fiesta Diesel Style,2013,177000,Diesel,Manual,1,23.5,1498.0,88.7,5.0,3.5
1425,1448,Hyundai Verna 1.6 VTVT S,2015,89000,Petrol,Manual,1,17.01,1591.0,121.3,5.0,7.5
1426,1449,Hyundai i20 1.4 Asta (AT),2009,72000,Petrol,Automatic,3,15.0,1396.0,100.0,5.0,3.25
1427,1450,Maruti Swift Dzire VXi,2012,49000,Petrol,Manual,1,17.5,1298.0,85.8,5.0,4.9
1428,1451,Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,2014,51355,Diesel,Automatic,1,14.84,2143.0,170.0,5.0,27.0
1429,1452,Hyundai Elite i20 Petrol Asta,2017,13460,Petrol,Manual,1,18.6,1197.0,81.86,5.0,8.91
1430,1453,Hyundai Verna 1.6 VTVT EX AT,2014,35642,Petrol,Automatic,1,17.01,1591.0,121.4,5.0,6.69
1431,1454,Chevrolet Cruze LTZ,2014,52895,Diesel,Manual,1,17.3,1998.0,163.7,5.0,6.02
1432,1455,Toyota Corolla Altis 1.8 G,2010,93000,Petrol,Manual,1,14.28,1798.0,138.03,5.0,4.5
1433,1456,Maruti A-Star Vxi,2011,70000,Petrol,Manual,1,19.0,998.0,66.1,5.0,2.0
1434,1457,Nissan Micra Diesel XV Premium,2012,32048,Diesel,Manual,1,23.08,1461.0,63.1,5.0,2.4
1435,1458,Tata Nano LX,2013,4700,Petrol,Manual,1,25.4,624.0,37.48,4.0,1.2
1436,1459,Maruti Swift Dzire Tour LDI,2014,71800,Diesel,Manual,1,23.4,1248.0,74.0,5.0,2.9
1437,1461,Audi Q3 2.0 TDI Quattro,2016,45000,Diesel,Automatic,1,17.32,1968.0,184.0,5.0,27.0
1438,1462,Honda Amaze VX i-DTEC,2016,15388,Diesel,Manual,1,25.8,1498.0,98.6,5.0,7.5
1439,1463,Chevrolet Optra 1.6 LS,2004,98798,Petrol,Manual,1,14.7,1599.0,104.0,5.0,1.5
1440,1464,Audi Q5 2.0 TDI Premium Plus,2016,43000,Diesel,Automatic,1,14.16,1968.0,174.3,5.0,39.5
1441,1465,Maruti Ritz VDi,2012,85112,Diesel,Manual,1,23.2,1248.0,73.94,5.0,3.39
1442,1466,Mahindra Scorpio S6 7 Seater,2018,37804,Diesel,Manual,1,15.4,2179.0,120.0,7.0,12.4
1443,1467,Maruti Ciaz ZDi SHVS,2014,45000,Diesel,Manual,1,28.09,1248.0,88.5,5.0,6.85
1444,1468,Toyota Corolla Altis Aero D 4D J,2011,116000,Diesel,Manual,2,21.43,1364.0,138.0,5.0,5.75
1445,1469,Tata Indica V2 eLS,2015,100073,Diesel,Manual,2,25.0,1396.0,69.0,5.0,2.0
1446,1470,Maruti 800 Std BSIII,2006,165000,Petrol,Manual,1,16.1,796.0,37.0,4.0,0.9
1447,1471,Volkswagen Polo 1.2 MPI Highline,2015,22000,Petrol,Manual,1,16.47,1198.0,74.0,5.0,3.8
1448,1472,Hyundai Elantra 2.0 SX Option AT,2017,9500,Petrol,Automatic,1,14.62,1999.0,149.92,5.0,16.35
1449,1473,Toyota Fortuner 4x2 4 Speed AT,2012,152000,Diesel,Automatic,1,11.5,2982.0,169.0,7.0,16.5
1450,1474,Maruti Baleno Zeta 1.2,2019,17705,Petrol,Manual,1,21.4,1197.0,83.1,5.0,8.7
1451,1475,Maruti Baleno Zeta 1.2,2016,12000,Petrol,Manual,1,21.4,1197.0,83.1,5.0,6.1
1452,1476,Mini Cooper Countryman D,2013,51000,Diesel,Automatic,1,23.8,1998.0,112.0,5.0,21.94
1453,1477,Mercedes-Benz S Class 2005 2013 320 CDI,2009,42000,Diesel,Automatic,2,13.0,2987.0,210.0,5.0,22.0
1454,1478,Maruti Alto K10 LXI,2015,51000,Petrol,Manual,1,20.92,998.0,67.1,5.0,2.65
1455,1479,Maruti Swift VXI Optional,2017,42527,Petrol,Manual,1,20.4,1197.0,81.8,5.0,5.27
1456,1480,Chevrolet Sail LT ABS,2014,45000,Diesel,Manual,1,22.1,1248.0,74.0,5.0,2.48
1457,1481,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2011,70000,Diesel,Manual,1,12.8,2494.0,102.0,8.0,6.0
1458,1482,Toyota Fortuner 3.0 Diesel,2009,92000,Diesel,Manual,1,11.5,2982.0,171.0,7.0,8.9
1459,1483,BMW 3 Series 320d Sport Line,2012,57156,Diesel,Automatic,2,18.88,1995.0,184.0,5.0,18.0
1460,1484,Skoda Octavia Ambition 1.4 TSI MT,2016,53211,Petrol,Manual,1,16.8,1395.0,138.02,5.0,11.64
1461,1485,Toyota Fortuner 3.0 Diesel,2019,80000,Diesel,Manual,1,11.5,2982.0,171.0,7.0,8.99
1462,1486,Volkswagen Jetta 2007-2011 1.9 Highline TDI,2009,74000,Diesel,Automatic,1,15.5,1896.0,105.0,5.0,5.25
1463,1487,Hyundai i20 1.4 CRDi Asta,2011,37000,Diesel,Manual,1,23.0,1396.0,90.0,5.0,2.95
1464,1488,Tata Manza Club Class Quadrajet90 LX,2013,64000,Diesel,Manual,2,21.02,1248.0,88.76,5.0,2.65
1465,1489,Volkswagen Vento Petrol Highline,2013,57197,Petrol,Manual,1,15.04,1598.0,103.6,5.0,4.0
1466,1490,Hyundai Creta 1.6 SX Automatic Diesel,2016,55000,Diesel,Automatic,1,17.6,1582.0,126.2,5.0,12.5
1467,1491,Maruti Ritz VXI,2014,33000,Petrol,Manual,1,21.1,1197.0,85.8,5.0,3.25
1468,1492,Honda CR-V 2.0L 2WD MT,2008,70000,Petrol,Manual,1,13.1,1997.0,141.1,5.0,4.0
1469,1493,Mahindra XUV500 W8 2WD,2012,75000,Diesel,Manual,2,15.1,2179.0,140.0,7.0,6.25
1470,1494,Volkswagen Ameo 1.5 TDI Comfortline,2016,58095,Diesel,Manual,1,21.66,1498.0,108.62,5.0,5.8
1471,1495,Tata Zest Revotron 1.2 XT,2015,7445,Petrol,Manual,1,17.57,1193.0,88.7,5.0,5.0
1472,1496,Jaguar XJ 3.0L Portfolio LWB,2016,17652,Diesel,Automatic,1,12.9,2993.0,270.88,5.0,58.73
1473,1497,Toyota Corolla Altis 1.8 VL CVT,2018,28321,Petrol,Automatic,1,14.28,1798.0,138.03,5.0,17.49
1474,1498,Maruti A-Star Vxi,2011,69000,Petrol,Manual,2,19.0,998.0,66.1,5.0,1.95
1475,1499,Honda Accord VTi-L (AT),2007,80000,Petrol,Automatic,1,11.1,2354.0,142.0,5.0,3.0
1476,1500,Hyundai i20 Asta (o),2014,42365,Petrol,Manual,1,17.0,1197.0,80.0,5.0,5.5
1477,1501,Toyota Fortuner 4x2 AT,2013,123000,Diesel,Automatic,1,12.55,2982.0,168.5,7.0,16.5
1478,1502,Mercedes-Benz New C-Class C 200 CGI Avantgarde,2011,40000,Petrol,Automatic,2,11.74,1796.0,186.0,5.0,14.5
1479,1503,Maruti Baleno Alpha 1.3,2016,30112,Diesel,Manual,1,27.39,1248.0,74.0,5.0,7.79
1480,1504,Maruti Ertiga VDI,2017,43775,Diesel,Manual,1,20.77,1248.0,88.76,7.0,8.27
1481,1505,Land Rover Range Rover Sport SE,2019,26013,Diesel,Automatic,1,12.65,2993.0,255.0,5.0,97.07
1482,1506,Chevrolet Optra Magnum 1.6 LT ABS BS3,2012,56000,Petrol,Manual,1,12.9,1598.0,102.5,5.0,2.15
1483,1507,Honda Civic 2006-2010 1.8 V AT,2008,95000,Petrol,Automatic,2,12.9,1799.0,130.0,5.0,3.0
1484,1508,BMW X3 xDrive20d,2014,41089,Diesel,Automatic,1,16.09,1995.0,184.0,5.0,28.79
1485,1509,Skoda Laura Ambition 2.0 TDI CR AT,2011,41988,Diesel,Automatic,1,20.0,1968.0,138.1,5.0,5.45
1486,1510,Maruti Swift Dzire VDI,2013,72486,Diesel,Manual,1,23.4,1248.0,74.0,5.0,3.95
1487,1511,Volvo V40 Cross Country D3,2013,92000,Diesel,Automatic,1,23.3,1984.0,150.0,5.0,16.0
1488,1512,Maruti Swift Dzire ZXi,2013,40000,Petrol,Manual,1,17.5,1298.0,85.8,5.0,4.25
1489,1513,Land Rover Range Rover 2.2L Pure,2014,56000,Diesel,Automatic,1,12.7,2179.0,187.7,5.0,34.5
1490,1514,Honda Accord 2.4 AT,2008,125000,Petrol,Automatic,3,11.7,2354.0,177.6,5.0,2.6
1491,1515,Toyota Innova 2.5 G (Diesel) 8 Seater,2017,29219,Diesel,Manual,1,12.99,2494.0,100.6,8.0,13.48
1492,1516,Toyota Fortuner 4x4 MT,2018,39927,Diesel,Manual,1,12.55,2982.0,168.5,7.0,32.1
1493,1517,Honda Jazz 1.2 E i VTEC,2018,38593,Petrol,Manual,1,18.7,1199.0,88.7,5.0,6.17
1494,1518,Honda City 1.5 V MT,2015,32000,Petrol,Manual,1,17.0,1497.0,118.0,5.0,5.5
1495,1519,Maruti Dzire AMT ZDI Plus,2017,28226,Diesel,Automatic,1,28.4,1248.0,73.75,5.0,9.15
1496,1520,Nissan Sunny 2011-2014 Diesel XL,2014,95000,Diesel,Manual,1,21.64,1461.0,84.8,5.0,4.5
1497,1521,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,194000,Diesel,Manual,1,12.99,2494.0,100.6,8.0,10.5
1498,1522,Honda Brio S MT,2016,14821,Petrol,Manual,1,19.4,1198.0,86.8,5.0,5.37
1499,1523,Volkswagen Vento Petrol Trendline,2012,52000,Petrol,Manual,1,15.04,1598.0,103.6,5.0,5.45
1500,1524,Mahindra XUV500 W4,2016,33000,Diesel,Manual,1,16.0,2179.0,140.0,7.0,9.25
1501,1525,Ford EcoSport 1.5 Diesel Titanium Plus,2016,29200,Diesel,Manual,1,23.0,1498.0,98.96,5.0,7.7
1502,1526,Skoda Yeti Ambition 4X2,2012,99754,Diesel,Manual,1,17.72,1968.0,108.49,5.0,7.99
1503,1527,Hyundai i10 Sportz,2012,49000,Petrol,Manual,1,20.36,1197.0,78.9,5.0,3.0
1504,1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,299322,Diesel,Manual,1,12.8,2494.0,102.0,8.0,4.0
1505,1529,Tata Zest Quadrajet 1.3 XT,2018,38310,Diesel,Manual,1,20.65,1248.0,88.7,5.0,6.69
1506,1530,Maruti Swift VDI,2014,56000,Diesel,Manual,1,22.9,1248.0,74.0,5.0,4.25
1507,1531,Skoda Rapid 1.5 TDI AT Style,2017,31300,Diesel,Automatic,1,21.72,1498.0,108.4,5.0,10.5
1508,1532,Toyota Innova Crysta 2.4 VX MT 8S,2019,11241,Diesel,Manual,1,13.68,2393.0,147.8,8.0,22.55
1509,1533,Hyundai Verna 1.6 SX VTVT,2014,48000,Petrol,Manual,2,17.01,1591.0,121.3,5.0,5.2
1510,1534,Honda City i VTEC VX Option,2019,23882,Petrol,Manual,1,17.4,1497.0,117.3,5.0,11.87
1511,1535,Honda City i DTEC SV,2014,65000,Diesel,Manual,1,26.0,1498.0,98.6,5.0,6.99
